idmensaje,idusuarioremitente,idusuarioreceptor,fechamensaje,contenidomensaje
9796,490,973,2022-01-27,¿Quieres jugar una partida?
9797,490,633,2022-01-23,¿Qué te parece si nos agregamos como amigos?
9798,490,281,2022-01-26,¡No puedo esperar para jugar de nuevo!
9799,490,110,2022-01-03,¿Cuál es tu mapa favorito?
9800,490,898,2022-01-19,¿Qué te parece si jugamos en equipo?
9801,491,948,2022-01-29,No jugueis con el le faltan manos
9802,491,195,2022-01-03,¿Qué piensas de las últimas actualizaciones?
9803,491,546,2022-01-23,No me puedo creer que tengas tan pocas horas
9804,491,682,2022-01-17,¡Eso fue impresionante!
9805,491,510,2022-01-19,Vete a recoger patatas
9806,491,95,2022-01-04,¿Qué piensas de la música del juego?
9807,491,990,2022-01-12,Me intercambias cromos?
9808,491,867,2022-01-12,¿Qué te parece si nos agregamos como amigos?
9809,491,115,2022-01-05,¿Cuál es tu personaje favorito?
9810,491,366,2022-01-19,Me intercambias cromos?
9811,491,22,2022-01-16,¿Qué te parece si creamos una estrategia?
9812,491,180,2022-01-24,¿Qué te parece si creamos una estrategia?
9813,491,656,2022-01-24,¿Cuántas horas has jugado?
9814,491,292,2022-01-01,¡Eso fue épico!
9815,491,548,2022-01-22,¿Qué te parece si nos agregamos como amigos?
9816,491,253,2022-01-23,¿Qué te parece si jugamos en equipo?
9817,491,870,2022-01-20,¡Eso fue impresionante!
9818,491,295,2022-01-18,¡Eso fue impresionante!
9819,491,315,2022-01-11,Agregame para jugar juntos :)
9820,491,645,2022-01-25,¿Qué te parece si jugamos en equipo?
9821,492,989,2022-01-01,¿Quieres jugar de nuevo?
9822,492,502,2022-01-10,¿Qué piensas de las habilidades especiales?
9823,492,292,2022-01-15,¿Qué te parece si creamos un torneo?
9824,492,986,2022-01-22,¡Eso estuvo muy cerca!
9825,492,88,2022-01-27,¿Has visto la última actualización?
9826,492,852,2022-01-09,¡No puedo esperar para jugar de nuevo!
9827,492,429,2022-01-21,¿Qué piensas de las habilidades especiales?
9828,492,50,2022-01-02,GG
9829,492,646,2022-01-22,¡No puedo esperar para jugar de nuevo!
9830,492,408,2022-01-10,¡Eso fue épico!
9831,492,332,2022-01-25,No jugueis con el le faltan manos
9832,492,17,2022-01-15,¿Qué te parece si jugamos en equipo?
9833,492,223,2022-01-18,¿Qué te parece si creamos una estrategia?
9834,492,774,2022-01-14,¿Qué piensas de las últimas actualizaciones?
9835,492,49,2022-01-22,¿Has visto el último tráiler?
9836,492,833,2022-01-05,Gracias por el carreo
9837,492,683,2022-01-21,¿Has visto el último tráiler?
9838,492,213,2022-01-17,Hola, ¿cómo estás?
9839,492,505,2022-01-17,¿Cuál es tu personaje más odiado?
9840,492,139,2022-01-28,Agregame para jugar juntos :)
9841,493,506,2022-01-29,Agregame para jugar juntos :)
9842,493,157,2022-01-25,¿Has visto el último tráiler?
9843,493,163,2022-01-22,Agregame para jugar juntos :)
9844,493,447,2022-01-18,¿Te gustaría una revancha?
9845,493,801,2022-01-14,Hola, ¿cómo estás?
9846,493,992,2022-01-08,Vete a recoger patatas
9847,493,650,2022-01-04,Hola te acuerdas de mi? besis <oo>
9848,493,561,2022-01-01,Vete a recoger patatas
9849,493,975,2022-01-23,¿Cuántas horas has jugado?
9850,493,813,2022-01-05,¿Has probado el nuevo personaje?
9851,493,927,2022-01-06,Camper tunneler -rep
9852,493,219,2022-01-15,¿Cuál es tu arma favorita?
9853,493,171,2022-01-30,¿Te gustaría unirte a nuestro clan?
9854,493,670,2022-01-13,¿Qué piensas de las últimas actualizaciones?
9855,493,917,2022-01-23,¡Esa fue una gran partida!
9856,493,386,2022-01-10,¡No puedo esperar para jugar de nuevo!
9857,493,779,2022-01-02,GG
9858,493,413,2022-01-13,No me carga tu descripcion :(
9859,493,846,2022-01-10,¿Te gustaría unirte a nuestro clan?
9860,493,273,2022-01-16,Vete a recoger patatas
9861,494,255,2022-01-01,¿Cómo te va en el juego?
9862,494,508,2022-01-06,¿Cómo has estado?
9863,494,906,2022-01-22,¿Qué piensas de los gráficos del juego?
9864,494,154,2022-01-01,No me puedo creer que tengas tan pocas horas
9865,494,923,2022-01-12,¿Cuántas horas has jugado?
9866,494,930,2022-01-28,¿Qué te parece si creamos un torneo?
9867,494,875,2022-01-04,¿Qué te parece si creamos un torneo?
9868,494,570,2022-01-14,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
9869,494,933,2022-01-27,Algun dia me tienes que enseñar a jugar al Stardew Valley
9870,494,330,2022-01-14,¡Esa fue una gran jugada!
9871,494,424,2022-01-09,¡Esa fue una gran partida!
9872,494,832,2022-01-22,¿Has visto la última actualización?
9873,494,601,2022-01-28,¿Cuál es tu personaje favorito?
9874,494,232,2022-01-03,Me intercambias cromos?
9875,494,453,2022-01-11,Echemonos algunas partidas al CSGO
9876,494,849,2022-01-13,¡Esa fue una gran partida!
9877,494,443,2022-01-18,¿Qué te parece si nos agregamos como amigos?
9878,494,519,2022-01-12,¡Eso estuvo muy cerca!
9879,494,100,2022-01-27,¿Te gustaría unirte a nuestro grupo de
9880,494,454,2022-01-09,No me carga tu descripcion :(
9881,495,488,2022-01-08,¡Eso fue impresionante!
9882,495,39,2022-01-07,¿Qué piensas de los gráficos del juego?
9883,495,971,2022-01-19,¿Has visto el último tráiler?
9884,495,235,2022-01-05,Algun dia me tienes que enseñar a jugar al Stardew Valley
9885,495,921,2022-01-28,¿Te gustaría jugar en equipo?
9886,495,44,2022-01-17,¿Cuál es tu personaje más odiado?
9887,495,502,2022-01-16,¿Qué te parece si jugamos en equipo?
9888,495,539,2022-01-23,¿Has visto la nueva arma?
9889,495,699,2022-01-21,¿Qué piensas de la música del juego?
9890,495,694,2022-01-23,¿Qué piensas de las habilidades especiales?
9891,495,339,2022-01-17,¿Qué te parece si jugamos en equipo?
9892,495,527,2022-01-23,¿Cuál es tu mapa favorito?
9893,495,950,2022-01-28,Muy cringe tu foto de perfil
9894,495,969,2022-01-28,No me puedo creer que tengas tan pocas horas
9895,495,149,2022-01-18,+rep divertido jugar con el :D
9896,495,737,2022-01-20,No jugueis con el le faltan manos
9897,495,323,2022-01-18,¿Cómo te va en el juego?
9898,495,51,2022-01-27,¿Te gustaría una revancha?
9899,495,988,2022-01-24,Hola, ¿cómo estás?
9900,495,435,2022-01-13,¿Qué piensas de las últimas actualizaciones?
9901,496,236,2022-01-02,¡Eso estuvo muy cerca!
9902,496,19,2022-01-17,Que perfil mas chulo
9903,496,186,2022-01-12,+rep divertido jugar con el :D
9904,496,844,2022-01-05,¿Has visto la última actualización?
9905,496,124,2022-01-09,¿Qué te parece si creamos un torneo?
9906,496,664,2022-01-22,¿Qué piensas de las habilidades especiales?
9907,496,480,2022-01-03,¿Cuál es tu arma favorita?
9908,496,861,2022-01-18,¿Te gustaría una revancha?
9909,496,878,2022-01-08,No me puedo creer que tengas tan pocas horas
9910,496,70,2022-01-09,¿Has visto la última actualización?
9911,496,984,2022-01-05,¡No puedo esperar para jugar de nuevo!
9912,496,918,2022-01-01,Como es posible que tengas tantas horas O:
9913,496,946,2022-01-02,Vete a recoger patatas
9914,496,317,2022-01-19,Camper tunneler -rep
9915,496,14,2022-01-14,No te rindas tienes potencial
9916,496,99,2022-01-10,¿Te gustaría jugar en equipo?
9917,496,703,2022-01-24,¿Cuál es tu estrategia favorita?
9918,496,615,2022-01-18,Hola te acuerdas de mi? besis <oo>
9919,496,14,2022-01-21,¡Eso fue impresionante!
9920,496,949,2022-01-29,¡No puedo creer que ganamos esa partida!
9921,497,827,2022-01-16,¿Cómo te va en el juego?
9922,497,177,2022-01-28,¿Qué te parece si creamos una estrategia?
9923,497,853,2022-01-18,Camper tunneler -rep
9924,497,157,2022-01-08,¿Qué te parece si jugamos en equipo?
9925,497,915,2022-01-17,¡Vamos a hacer un equipo imbatible!
9926,497,317,2022-01-03,Hola te acuerdas de mi? besis <oo>
9927,497,867,2022-01-06,¿Cuál es tu estrategia favorita?
9928,497,524,2022-01-20,Agregame para jugar juntos :)
9929,497,602,2022-01-14,No jugueis con el le faltan manos
9930,497,667,2022-01-19,¡No puedo esperar para jugar de nuevo!
9931,497,196,2022-01-08,¿Qué te parece si creamos una estrategia?
9932,497,213,2022-01-11,Que perfil mas chulo
9933,497,709,2022-01-25,¡Eso fue épico!
9934,497,59,2022-01-24,¿Qué te parece si creamos un torneo?
9935,497,702,2022-01-04,¡Vamos a hacer un equipo imbatible!
9936,497,906,2022-01-30,¿Qué piensas de las últimas actualizaciones?
9937,497,520,2022-01-17,¡Esa fue una gran jugada!
9938,497,327,2022-01-15,¿Qué piensas de las habilidades especiales?
9939,497,54,2022-01-26,¿Cómo te va en el juego?
9940,497,384,2022-01-02,¿Te gustaría jugar en equipo?
9941,498,909,2022-01-15,¿Qué te parece si creamos un torneo?
9942,498,502,2022-01-20,¿Cómo te va en el juego?
9943,498,88,2022-01-11,¿Te gustaría unirte a nuestro grupo de
9944,498,417,2022-01-11,¿Qué piensas de los gráficos del juego?
9945,498,239,2022-01-01,¿Qué te parece si nos agregamos como amigos?
9946,498,842,2022-01-22,¿Quieres jugar una partida?
9947,498,101,2022-01-09,¿Quieres jugar una partida?
9948,498,834,2022-01-06,Agregame para jugar juntos :)
9949,498,376,2022-01-11,¡Esa fue una gran jugada!
9950,498,601,2022-01-29,¡Eso estuvo muy cerca!
9951,498,339,2022-01-18,No me puedo creer que tengas tan pocas horas
9952,498,599,2022-01-07,¿Qué piensas de las últimas actualizaciones?
9953,498,345,2022-01-23,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
9954,498,108,2022-01-05,¡Eso fue épico!
9955,498,583,2022-01-18,¿Qué te parece si jugamos en equipo?
9956,498,138,2022-01-06,¿Qué piensas de la música del juego?
9957,498,578,2022-01-07,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
9958,498,144,2022-01-02,¡Esa fue una gran jugada!
9959,498,163,2022-01-20,Vete a recoger patatas
9960,498,553,2022-01-14,¿Te gustaría una revancha?
9961,499,179,2022-01-17,¿Cuál es tu mapa favorito?
9962,499,188,2022-01-16,No me carga tu descripcion :(
9963,499,331,2022-01-18,¿Cómo has estado?
9964,499,725,2022-01-19,¿Has probado el nuevo personaje?
9965,499,353,2022-01-07,¿Cuántas horas has jugado?
9966,499,822,2022-01-28,+rep divertido jugar con el :D
9967,499,180,2022-01-28,¿Cuál es tu mapa favorito?
9968,499,87,2022-01-10,¿Has visto el último tráiler?
9969,499,216,2022-01-20,Agregame para jugar juntos :)
9970,499,424,2022-01-03,¿Cuál es tu arma favorita?
9971,499,47,2022-01-17,¿Qué piensas de los gráficos del juego?
9972,499,766,2022-01-28,GG
9973,499,343,2022-01-30,Echemonos algunas partidas al CSGO
9974,499,179,2022-01-17,¿Qué te parece si creamos un torneo?
9975,499,300,2022-01-22,No me carga tu descripcion :(
9976,499,352,2022-01-03,¡Vamos a hacer un equipo imbatible!
9977,499,458,2022-01-20,Como es posible que tengas tantas horas O:
9978,499,7,2022-01-15,¿Cómo te va en el juego?
9979,499,26,2022-01-19,¿Te gustaría una revancha?
9980,499,122,2022-01-19,¡Esa fue una gran jugada!
9981,500,111,2022-01-02,¡Eso estuvo muy cerca!
9982,500,983,2022-01-12,¡Eso estuvo muy cerca!
9983,500,241,2022-01-09,No jugueis con el le faltan manos
9984,500,799,2022-01-27,¿Cuál es tu arma favorita?
9985,500,402,2022-01-26,Camper tunneler -rep
9986,500,52,2022-01-14,¿Quieres jugar de nuevo?
9987,500,680,2022-01-24,¿Has probado el nuevo personaje?
9988,500,419,2022-01-06,Echemonos algunas partidas al CSGO
9989,500,995,2022-01-18,Como es posible que tengas tantas horas O:
9990,500,541,2022-01-07,¿Qué te parece si jugamos en equipo?
9991,500,525,2022-01-04,¿Cuántas horas has jugado?
9992,500,469,2022-01-19,¿Qué te parece si creamos un torneo?
9993,500,45,2022-01-08,No jugueis con el le faltan manos
9994,500,565,2022-01-15,¿Te gustaría una revancha?
9995,500,627,2022-01-05,¿Cuántas horas has jugado?
9996,500,286,2022-01-30,¿Te gustaría jugar en equipo?
9997,500,98,2022-01-03,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
9998,500,823,2022-01-09,Que perfil mas chulo
9999,500,492,2022-01-11,¿Qué piensas de los gráficos del juego?
10000,500,577,2022-01-05,¿Cómo has estado?
10001,501,937,2022-01-16,¿Has probado el nuevo personaje?
10002,501,890,2022-01-03,Muy cringe tu foto de perfil
10003,501,563,2022-01-10,¿Qué te parece si nos agregamos como amigos?
10004,501,650,2022-01-28,Que perfil mas chulo
10005,501,2,2022-01-12,¿Cuál es tu estrategia favorita?
10006,501,762,2022-01-29,¿Cuál es tu arma favorita?
10007,501,184,2022-01-06,¿Cuál es tu mapa favorito?
10008,501,254,2022-01-16,¿Cómo te va en el juego?
10009,501,7,2022-01-13,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
10010,501,431,2022-01-10,Algun dia me tienes que enseñar a jugar al Stardew Valley
10011,501,752,2022-01-01,¡Eso estuvo muy cerca!
10012,501,284,2022-01-21,¿Te gustaría una revancha?
10013,501,775,2022-01-25,Agregame para jugar juntos :)
10014,501,273,2022-01-09,Agregame para jugar juntos :)
10015,501,6,2022-01-14,¿Te gustaría unirte a nuestro grupo de
10016,501,999,2022-01-24,¡Esa fue una gran jugada!
10017,501,916,2022-01-17,¿Cómo te va en el juego?
10018,501,237,2022-01-15,No jugueis con el le faltan manos
10019,501,255,2022-01-18,¿Qué te parece si jugamos en equipo?
10020,501,939,2022-01-04,¿Quieres jugar de nuevo?
10021,502,27,2022-01-02,¿Cuántas horas has jugado?
10022,502,551,2022-01-28,¡Vamos a hacer un equipo imbatible!
10023,502,955,2022-01-01,¿Qué piensas de las últimas actualizaciones?
10024,502,771,2022-01-22,¿Qué piensas de las últimas actualizaciones?
10025,502,422,2022-01-12,Hola, ¿cómo estás?
10026,502,684,2022-01-14,Algun dia me tienes que enseñar a jugar al Stardew Valley
10027,502,570,2022-01-21,¿Qué te parece si jugamos en equipo?
10028,502,233,2022-01-03,+rep divertido jugar con el :D
10029,502,932,2022-01-19,¿Te gustaría una revancha?
10030,502,390,2022-01-25,Hola te acuerdas de mi? besis <oo>
10031,502,670,2022-01-19,¿Cuántas horas has jugado?
10032,502,731,2022-01-16,¿Qué piensas de las últimas actualizaciones?
10033,502,341,2022-01-12,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
10034,502,275,2022-01-11,¿Qué piensas de las habilidades especiales?
10035,502,333,2022-01-18,¿Qué piensas de las últimas actualizaciones?
10036,502,543,2022-01-07,¿Has visto la nueva arma?
10037,502,283,2022-01-30,Hola, ¿cómo estás?
10038,502,920,2022-01-09,¿Qué te parece si jugamos en equipo?
10039,502,645,2022-01-12,¿Qué te parece si creamos un torneo?
10040,502,165,2022-01-15,¿Te gustaría unirte a nuestro clan?
10041,503,294,2022-01-03,Me intercambias cromos?
10042,503,398,2022-01-14,¡No puedo esperar para jugar de nuevo!
10043,503,794,2022-01-23,¡Esa fue una gran jugada!
10044,503,392,2022-01-25,Hola, ¿cómo estás?
10045,503,730,2022-01-07,Muy cringe tu foto de perfil
10046,503,271,2022-01-05,¿Qué piensas de los gráficos del juego?
10047,503,261,2022-01-09,¡Vamos a hacer un equipo imbatible!
10048,503,485,2022-01-23,¡No puedo esperar para jugar de nuevo!
10049,503,23,2022-01-05,Camper tunneler -rep
10050,503,330,2022-01-23,+rep divertido jugar con el :D
10051,503,37,2022-01-04,+rep divertido jugar con el :D
10052,503,439,2022-01-18,¿Quieres jugar una partida?
10053,503,834,2022-01-11,¿Has probado el nuevo personaje?
10054,503,644,2022-01-27,¿Quieres jugar una partida?
10055,503,719,2022-01-05,¿Cuántas horas has jugado?
10056,503,674,2022-01-26,¿Qué piensas de los gráficos del juego?
10057,503,719,2022-01-17,Que perfil mas chulo
10058,503,425,2022-01-05,No te rindas tienes potencial
10059,503,943,2022-01-23,Hola, ¿cómo estás?
10060,503,441,2022-01-01,¿Te gustaría unirte a nuestro clan?
10061,504,214,2022-01-27,Camper tunneler -rep
10062,504,276,2022-01-27,No te rindas tienes potencial
10063,504,429,2022-01-17,¿Cuál es tu mapa favorito?
10064,504,416,2022-01-25,¿Qué piensas de la música del juego?
10065,504,969,2022-01-08,¿Qué te parece si creamos una estrategia?
10066,504,370,2022-01-09,No me carga tu descripcion :(
10067,504,900,2022-01-14,¿Quieres jugar una partida?
10068,504,856,2022-01-04,Como es posible que tengas tantas horas O:
10069,504,846,2022-01-23,Hola, ¿cómo estás?
10070,504,252,2022-01-18,Que perfil mas chulo
10071,504,575,2022-01-11,Camper tunneler -rep
10072,504,471,2022-01-24,¿Te gustaría una revancha?
10073,504,695,2022-01-06,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
10074,504,421,2022-01-27,¿Te gustaría una revancha?
10075,504,740,2022-01-09,¿Qué piensas de la música del juego?
10076,504,323,2022-01-09,¡Eso fue impresionante!
10077,504,89,2022-01-24,Que perfil mas chulo
10078,504,274,2022-01-10,Hola te acuerdas de mi? besis <oo>
10079,504,613,2022-01-03,Echemonos algunas partidas al CSGO
10080,504,570,2022-01-12,¿Cuál es tu estrategia favorita?
10081,505,880,2022-01-18,No me carga tu descripcion :(
10082,505,1,2022-01-13,Agregame para jugar juntos :)
10083,505,735,2022-01-09,¿Qué te parece si creamos una estrategia?
10084,505,600,2022-01-02,Como es posible que tengas tantas horas O:
10085,505,619,2022-01-06,¿Qué te parece si jugamos en equipo?
10086,505,929,2022-01-08,¡Eso fue impresionante!
10087,505,957,2022-01-06,¿Cómo has estado?
10088,505,280,2022-01-05,¿Has visto la última actualización?
10089,505,332,2022-01-20,¿Cuál es tu personaje más odiado?
10090,505,451,2022-01-08,Como es posible que tengas tantas horas O:
10091,505,22,2022-01-13,¿Cuál es tu mapa favorito?
10092,505,584,2022-01-29,¡No puedo esperar para jugar de nuevo!
10093,505,307,2022-01-16,¿Qué piensas de los gráficos del juego?
10094,505,408,2022-01-15,Como es posible que tengas tantas horas O:
10095,505,390,2022-01-09,No jugueis con el le faltan manos
10096,505,46,2022-01-22,¿Cómo has estado?
10097,505,804,2022-01-05,¿Qué piensas de la música del juego?
10098,505,502,2022-01-08,No te rindas tienes potencial
10099,505,679,2022-01-14,¿Has visto la nueva arma?
10100,505,554,2022-01-15,¿Cuál es tu arma favorita?
10101,506,855,2022-01-08,¿Cuál es tu estrategia favorita?
10102,506,755,2022-01-26,¿Qué te parece si jugamos en modo historia?
10103,506,932,2022-01-21,¿Has visto la última actualización?
10104,506,221,2022-01-15,¿Has probado el nuevo personaje?
10105,506,980,2022-01-28,¿Cuál es tu estrategia favorita?
10106,506,86,2022-01-14,¡No puedo esperar para jugar de nuevo!
10107,506,763,2022-01-18,¿Cómo has estado?
10108,506,625,2022-01-23,¿Cuántas horas has jugado?
